scenario,lme,fishing_hours,fishing_hours_bau,fishing_hours_delta
Sala et al. 2021 carbon,South West Australian Shelf,648.7016245944924,8236.36277167355,-0.9212393088335663
Sala et al. 2021 carbon,Southeast Australian Shelf,6705.344391572635,24781.437415381177,-0.7294206837489254
Sala et al. 2021 carbon,Southeast U.S. Continental Shelf,68213.89898474625,94181.83997459948,-0.27572131736709216
Sala et al. 2021 carbon,Sulu-Celebes Sea,4813.0151333390995,6776.666783872243,-0.28976659368975155
Sala et al. 2021 carbon,West Bering Sea,161504.1440618695,259909.1236818904,-0.37861302529903235
Sala et al. 2021 carbon,West Central Australian Shelf,3804.3314880075513,21825.23611325273,-0.8256911646560614
Sala et al. 2021 carbon,Yellow Sea,5482845.161191751,7217296.116826488,-0.24031866332753307
Sala et al. 2021 biodiversity,Agulhas Current,116178.50306824264,338893.00887025945,-0.6571823554119998
Sala et al. 2021 biodiversity,Aleutian Islands,24812.74883013953,34854.659372501046,-0.2881081245133093
Sala et al. 2021 biodiversity,Antarctica,6355.491419380484,9264.63992156113,-0.314005565981073
Sala et al. 2021 biodiversity,Arabian Sea,281941.30983029987,453953.0758577642,-0.378919705968377
Sala et al. 2021 biodiversity,Baltic Sea,341576.2056498325,376119.76629401994,-0.09184191776080199
Sala et al. 2021 biodiversity,Barents Sea,1079142.4380960918,1503674.4979993643,-0.2823297598437105
Sala et al. 2021 biodiversity,Bay of Bengal,169192.39811071724,192708.2276572278,-0.12202815537455111
Sala et al. 2021 biodiversity,Beaufort Sea,112.18483458870885,131.99341362283172,-0.1500724808188191
Sala et al. 2021 biodiversity,Benguela Current,100444.74125674665,781223.1226317702,-0.871426307866605
Sala et al. 2021 biodiversity,Black Sea,212559.79129101525,237079.75376020427,-0.10342495333443733
Sala et al. 2021 biodiversity,California Current,122982.49703654957,155087.417910636,-0.20701176992053494
Sala et al. 2021 biodiversity,Canadian E. Arctic − W. Greenland,109854.78071264303,180416.61859264062,-0.3911049792997056
Sala et al. 2021 biodiversity,Canary Current,191772.90068040096,893713.8652550617,-0.7854202467523876
Sala et al. 2021 biodiversity,Caribbean Sea,9455.40643302008,41039.64877014618,-0.7696031346179965
Sala et al. 2021 biodiversity,Celtic-Biscay Shelf,2688607.4752839897,3529995.0504005547,-0.23835375492129693
Sala et al. 2021 biodiversity,East Bering Sea,150911.85459074748,234876.2612003572,-0.3574835795686705
Sala et al. 2021 biodiversity,East Brazil Shelf,5339.708051374225,19832.02885713225,-0.73075331375116
Sala et al. 2021 biodiversity,East Central Australian Shelf,56836.15840331196,97635.93076324521,-0.417876616128826
Sala et al. 2021 biodiversity,East China Sea,2081546.2746740798,5234887.55612937,-0.6023703943293183
Sala et al. 2021 biodiversity,Faroe Plateau,183937.2816917863,247183.4149752618,-0.25586722025749664
Sala et al. 2021 biodiversity,Greenland Sea,43245.6095996129,63396.08692162936,-0.3178504904715429
Sala et al. 2021 biodiversity,Guinea Current,241948.21385641914,596656.826996152,-0.5944935130056268
Sala et al. 2021 biodiversity,Gulf of Alaska,188759.165226091,338344.9387584968,-0.44211027385628143
Sala et al. 2021 biodiversity,Gulf of California,3315.0479827859203,5588.200606396537,-0.4067772049930798
Sala et al. 2021 biodiversity,Gulf of Mexico,322526.199378408,807351.1533474427,-0.6005131124899635
Sala et al. 2021 biodiversity,Gulf of Thailand,46647.72636169254,59270.45125590417,-0.2129682603513876
Sala et al. 2021 biodiversity,Hudson Bay Complex,3219.883466806092,4404.903457305499,-0.2690229200220177
Sala et al. 2021 biodiversity,Humboldt Current,78611.8595435385,276771.77290955203,-0.7159686527381947
Sala et al. 2021 biodiversity,Iberian Coastal,623660.5024300426,1135834.2292995346,-0.45092295482708594
Sala et al. 2021 biodiversity,Iceland Shelf and Sea,523956.80659779196,695846.4363815242,-0.24702236125196914
Sala et al. 2021 biodiversity,Indonesian Sea,4937.006782337028,22302.413213802414,-0.7786335166957792
Sala et al. 2021 biodiversity,Insular Pacific-Hawaiian,23087.476058790882,34125.85833209683,-0.32346094172593687
Sala et al. 2021 biodiversity,Kuroshio Current,426325.83277959714,824983.7078202176,-0.48323120961256233
Sala et al. 2021 biodiversity,Labrador - Newfoundland,300670.28617716517,372036.22498725506,-0.1918252417826643
Sala et al. 2021 biodiversity,Mediterranean Sea,2481566.967023272,4473321.771376375,-0.445251852236033
Sala et al. 2021 biodiversity,New Zealand Shelf,109351.64775265958,200259.6323001558,-0.4539506215173725
Sala et al. 2021 biodiversity,North Australian Shelf,3558.8407974470942,62570.94284276574,-0.9431231073760532
Sala et al. 2021 biodiversity,North Brazil Shelf,29861.13964741319,105500.42142983216,-0.7169571529411027
Sala et al. 2021 biodiversity,North Sea,2417702.7658149144,3013964.696177228,-0.19783308381766526
Sala et al. 2021 biodiversity,Northeast Australian Shelf,33073.515240177796,81027.21296108677,-0.5918221294855431
Sala et al. 2021 biodiversity,Northeast U.S. Continental Shelf,450066.8958984742,750364.1721248667,-0.4002020450630212
Sala et al. 2021 biodiversity,Northern Bering - Chukchi Seas,61527.38800541519,91645.63719863583,-0.3286381121224716
Sala et al. 2021 biodiversity,Northwest Australian Shelf,9328.330037915097,46737.10106742364,-0.8004084587005533
Sala et al. 2021 biodiversity,Norwegian Sea,344717.76566521317,457005.662309134,-0.2457035128986334
Sala et al. 2021 biodiversity,Oyashio Current,186261.32728669792,257173.7501876587,-0.2757374065168636
Sala et al. 2021 biodiversity,Pacific Central-American Coastal,27064.328832468844,38975.3960024061,-0.3056047761311249
Sala et al. 2021 biodiversity,Patagonian Shelf,469414.86737899465,1230479.8918709955,-0.6185107367620369
Sala et al. 2021 biodiversity,Red Sea,675.821783295364,2150.897078012643,-0.6857953873275049
Sala et al. 2021 biodiversity,Scotian Shelf,185258.16648665632,225042.23356363518,-0.176784892537645
Sala et al. 2021 biodiversity,Sea of Japan,548109.2512622431,861070.3373334103,-0.3634558903054945
Sala et al. 2021 biodiversity,Sea of Okhotsk,519523.4102184945,733511.1190252563,-0.291730695358953
Sala et al. 2021 biodiversity,Somali Coastal Current,47009.74413159411,59844.02348257268,-0.21446217356552022
Sala et al. 2021 biodiversity,South Brazil Shelf,105465.45748686191,690912.6103126048,-0.8473534048840942
Sala et al. 2021 biodiversity,South China Sea,3590101.46913133,6959528.323243551,-0.48414586414699284
Sala et al. 2021 biodiversity,South West Australian Shelf,808.4568458628647,8236.36277167355,-0.9018429775041837
Sala et al. 2021 biodiversity,Southeast Australian Shelf,11007.900670249364,24781.43741538118,-0.555800558065407
Sala et al. 2021 biodiversity,Southeast U.S. Continental Shelf,57895.97228293991,94181.83997459948,-0.38527456780888697
Sala et al. 2021 biodiversity,Sulu-Celebes Sea,5132.489121577731,6776.666783872243,-0.2426233596445207
Sala et al. 2021 biodiversity,West Bering Sea,162038.86152902484,259909.1236818904,-0.37655570057114096
Sala et al. 2021 biodiversity,West Central Australian Shelf,2270.7594663460786,21825.23611325273,-0.895957163782195
Sala et al. 2021 biodiversity,Yellow Sea,5472369.610340992,7217296.116826488,-0.24177011421456768
Protecting most-fished pixels,Agulhas Current,81188.98086942962,338893.00887025945,-0.7604288706335878
Protecting most-fished pixels,Aleutian Islands,23796.345247985082,34854.659372501046,-0.3172693213361465
Protecting most-fished pixels,Antarctica,6505.478888014944,9264.639921561135,-0.29781632712189204
Protecting most-fished pixels,Arabian Sea,303783.287481024,453953.07585776405,-0.33080465000261916
Protecting most-fished pixels,Baltic Sea,342128.1137304103,376119.76629401994,-0.0903745445195181
Protecting most-fished pixels,Barents Sea,1056581.9368816726,1503674.4979993647,-0.2973333402359006
Protecting most-fished pixels,Bay of Bengal,171569.88383720542,192708.22765722775,-0.10969092537979923
Protecting most-fished pixels,Beaufort Sea,127.49125812592004,131.99341362283172,-0.03410894053984007
Protecting most-fished pixels,Benguela Current,34266.53029597199,781223.1226317701,-0.9561373322124215
Protecting most-fished pixels,Black Sea,221742.22951747925,237079.75376020427,-0.06469352190334333
Protecting most-fished pixels,California Current,136893.13793052096,155087.4179106359,-0.11731628668032126
Protecting most-fished pixels,Canadian E. Arctic − W. Greenland,106389.2937567297,180416.6185926406,-0.41031322620592864
Protecting most-fished pixels,Canary Current,87353.91829324391,893713.8652550615,-0.9022573983807294
Protecting most-fished pixels,Caribbean Sea,13988.886053594106,41039.64877014617,-0.6591372861901741
Protecting most-fished pixels,Celtic-Biscay Shelf,2598466.590570665,3529995.0504005547,-0.26388945211812337
Protecting most-fished pixels,East Bering Sea,172163.61954215326,234876.2612003572,-0.2670028947910917
Protecting most-fished pixels,East Brazil Shelf,12304.242143544616,19832.02885713224,-0.3795772367929159
Protecting most-fished pixels,East Central Australian Shelf,71861.15273927992,97635.93076324521,-0.26398865481669725
Protecting most-fished pixels,East China Sea,547610.2809529492,5234887.55612937,-0.8953921597968673
Protecting most-fished pixels,Faroe Plateau,184271.48809336853,247183.4149752618,-0.25451516190189993
Protecting most-fished pixels,Greenland Sea,45475.6440568915,63396.08692162936,-0.28267427431114517
Protecting most-fished pixels,Guinea Current,93327.49517604416,596656.8269961518,-0.8435826241260018
Protecting most-fished pixels,Gulf of Alaska,209945.7460125044,338344.9387584968,-0.3794919859511802
Protecting most-fished pixels,Gulf of California,1671.3951799488866,5588.200606396536,-0.7009063743997086
Protecting most-fished pixels,Gulf of Mexico,125885.96003906199,807351.1533474426,-0.8440753326268092
Protecting most-fished pixels,Gulf of Thailand,54504.05835462391,59270.45125590416,-0.08041769212623391
Protecting most-fished pixels,Hudson Bay Complex,2869.6023849955336,4404.903457305499,-0.3485436371513841
Protecting most-fished pixels,Humboldt Current,68899.46976541966,276771.772909552,-0.7510603446257659
Protecting most-fished pixels,Iberian Coastal,297430.11805050523,1135834.2292995346,-0.7381395010133395
Protecting most-fished pixels,Iceland Shelf and Sea,524504.3984668418,695846.4363815242,-0.24623541769600676
Protecting most-fished pixels,Indonesian Sea,14705.468962208019,22302.41321380242,-0.3406332838857473
Protecting most-fished pixels,Insular Pacific-Hawaiian,7478.943500380013,34125.85833209684,-0.7808423328843939
Protecting most-fished pixels,Kuroshio Current,233542.4983271832,824983.7078202175,-0.7169125934083569
Protecting most-fished pixels,Labrador - Newfoundland,303961.85368736624,372036.22498725506,-0.18297780357872642
Protecting most-fished pixels,Mediterranean Sea,894920.6158899214,4473321.771376375,-0.799942713350896
Protecting most-fished pixels,New Zealand Shelf,138232.91807374512,200259.6323001558,-0.30973148963662817
Protecting most-fished pixels,North Australian Shelf,31117.56749547883,62570.94284276574,-0.5026834169068854
Protecting most-fished pixels,North Brazil Shelf,19596.21511555714,105500.42142983216,-0.8142546271382385
Protecting most-fished pixels,North Sea,2417694.7443264197,3013964.696177228,-0.1978357452584263
Protecting most-fished pixels,Northeast Australian Shelf,71492.09634106787,81027.21296108679,-0.11767795375854956
Protecting most-fished pixels,Northeast U.S. Continental Shelf,452745.8882238255,750364.1721248667,-0.3966317888795937
Protecting most-fished pixels,Northern Bering - Chukchi Seas,61726.1192155895,91645.63719863586,-0.3264696378093567
Protecting most-fished pixels,Northwest Australian Shelf,35170.3122562238,46737.10106742365,-0.2474862271520313
Protecting most-fished pixels,Norwegian Sea,346851.8793611592,457005.6623091339,-0.2410337377252516
Protecting most-fished pixels,Oyashio Current,176681.31741503594,257173.7501876587,-0.31298852512703085
Protecting most-fished pixels,Pacific Central-American Coastal,19121.339864165824,38975.396002406116,-0.5093997284085225
Protecting most-fished pixels,Patagonian Shelf,406728.4493264646,1230479.8918709958,-0.6694554279078733
Protecting most-fished pixels,Red Sea,1903.6881135191752,2150.8970780126433,-0.11493295844814708
Protecting most-fished pixels,Scotian Shelf,192911.64238840548,225042.23356363518,-0.14277582774765757
Protecting most-fished pixels,Sea of Japan,379023.91227268317,861070.3373334103,-0.5598223561544852
Protecting most-fished pixels,Sea of Okhotsk,525159.5538334532,733511.1190252563,-0.28404690779422126
Protecting most-fished pixels,Somali Coastal Current,25256.67453375843,59844.023482572695,-0.5779582811454267
Protecting most-fished pixels,South Brazil Shelf,216018.27678064173,690912.6103126049,-0.6873435604498465
Protecting most-fished pixels,South China Sea,1588010.8627934067,6959528.32324355,-0.7718220561744478
Protecting most-fished pixels,South West Australian Shelf,3838.814317999816,8236.36277167355,-0.5339187424815425
Protecting most-fished pixels,Southeast Australian Shelf,18737.820608963204,24781.437415381184,-0.24387676570636968
Protecting most-fished pixels,Southeast U.S. Continental Shelf,45261.95998226773,94181.83997459947,-0.51941945501941
Protecting most-fished pixels,Sulu-Celebes Sea,500.6093146733056,6776.666783872242,-0.9261275003420999
Protecting most-fished pixels,West Bering Sea,158507.7362839917,259909.12368189043,-0.39014170015057476
Protecting most-fished pixels,West Central Australian Shelf,17155.1507509058,21825.236113252726,-0.2139763958618141
Protecting most-fished pixels,Yellow Sea,5534581.10513316,7217296.116826488,-0.23315033559039186
